,Unnamed: 0,rank,name,headquarter,category,description,link,year
54,54,55,Gondola Medical Technologies SA,Epalinges,Medtech,Treatment for motor symptoms of neurodegenerative diseases,https://www.top100startups.swiss/Gondola,2016
55,55,56,TwentyGreen AG,Lucerne,Biotech,Next-Generation Probiotic 10x better protection,https://www.top100startups.swiss/TwentyGreen,2016
56,56,57,Peripal AG,Zürich,Medtech,Patient connection device for home dialysis,https://www.top100startups.swiss/Peripal,2016
57,57,58,Topadur Pharma AG,Schlieren,Biotech,Disruptive drugs for aging diseases,https://www.top100startups.swiss/Topadur,2016
58,58,59,Insightness AG ,Zürich,Engineering,Novel camera chips for interactive devices,https://www.top100startups.swiss/Insightness,2016
59,59,60,Nezasa AG,Zürich,ICT,Technology solutions for the travel trade,https://www.top100startups.swiss/Nezasa,2016
60,60,61,Medyria AG,Winterthur,Medtech,Advanced and intuitive methods for the visualization and con,https://www.top100startups.swiss/Medyria,2016
61,61,62,ActLight SA,Ecublens,Engineering,Developing high performance photodetectors for mobile applications,https://www.top100startups.swiss/ActLight,2016
62,62,63,UrbanFarmers AG,Zürich,Cleantech,"Urban farms in acant urban areas to provide organic, healthy and local food to its communities",https://www.top100startups.swiss/UrbanFarmers,2016
63,63,64,Prodibi SA,Plan-Les-Ouates,ICT,"High-quality, powerful and easy way to showcase images beautifully",https://www.top100startups.swiss/Prodibi,2016
64,64,65,CALCISCON AG,Nidau,Biotech,Products for Calcification Medicine,https://www.top100startups.swiss/CALCISCON,2016
65,65,66,AKSELOS SA,Lausanne,ICT,Simulation technology to protect critical structures,https://www.top100startups.swiss/AKSELOS,2016
66,66,67,AEROTAIN AG,Zürich,Robotics,We leverage live events with interactive and engaging flying experiences.,https://www.top100startups.swiss/AEROTAIN,2016
67,67,68,Inofea AG,Muttenz,Biotech,Empowered therapeutic enzymes,https://www.top100startups.swiss/Inofea,2016
68,68,69,ScanTrust SA,Lausanne,ICT,Protection from counterfeiting,https://www.top100startups.swiss/ScanTrust,2016
69,69,70,I believe in you AG,Bern,ICT,World's leading crowdfunding platform in sports,https://www.top100startups.swiss/IBIY,2016
70,70,71,Goodwall SA,Genève,ICT,A professional development network for young talent,https://www.top100startups.swiss/Goodwall,2016
71,71,72,flatev AG,Zürich,Foodtech,Reinventing the Future of Snacks at the tip of a button,https://www.top100startups.swiss/flatev,2016
72,72,73,ZuriMED Technologies AG,Zurich ,Medtech,An Innovation Engine In Sports Medicine,https://www.top100startups.swiss/ZuriMED,2016
73,73,74,Cellestia Biotech AG,Basel,Biotech,Developing First-in-Class therapies for cancer and AIIDs.,https://www.top100startups.swiss/Cellestia,2016
74,74,75,imperix SA,Sion,Cleantech,Advanced power conversion solutions,https://www.top100startups.swiss/imperix,2016
75,75,76,Faveeo,Genève,ICT,"The first Trusted Content Platform : filtering the most reliable, meaningful content to help brands  drive online engagement at scale.",https://www.top100startups.swiss/Faveeo,2016
76,76,77,N-Dream AG (AirConsole),Zürich,ICT,Browser-based gaming platform,https://www.top100startups.swiss/N-Dream,2016
77,77,78,Crispr Therapeutics AG,Basel,Biotech,Developing cures for serious human genetic diseases,https://www.top100startups.swiss/Crispr,2016
78,78,79,MiniNaviDent AG,Basel,Medtech,3D navigation system for dental implantology,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=5376,2016
79,79,80,CashSentinel SA,Lausanne,Fintech,Payment services provider for marketplaces,https://www.top100startups.swiss/CashSentinel,2016
80,80,81,strong.codes SA (acquired by Snap Inc.),Yverdon-les-Bains,ICT,Protecting software against reverse-engineering,https://www.top100startups.swiss/strongcodes,2016
81,81,82,recapp IT AG,Visp,ICT,Spracherkennung in allen Schweizer Sprachen und Dialekten,https://www.top100startups.swiss/recapp,2016
82,82,83,noonee AG,Hedingen,Medtech,"Wearable technology, which enables factory workers to sit down during work – without a chair",https://www.top100startups.swiss/nooneeAG,2016
83,83,84,Fashwell AG ,Zürich,ICT,AI image recognition software,https://www.top100startups.swiss/Fashwell,2016
84,84,85,Allthings Technologies AG,Basel,Proptech,Allthings: For a better life in buildings,https://www.top100startups.swiss/Allthings,2016
85,85,86,Sherpany AG,Zürich,ICT,Productive leadership meetings,https://www.top100startups.swiss/Sherpany,2016
86,86,87,Younergy Solar SA,Lausanne,Cleantech,The distributed utility: helping our customers harvest their own energy.,https://www.top100startups.swiss/Younergy,2016
87,87,88,DigitArena SA,Martigny,ICT,Sports arena digital media advertising,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7580,2016
88,88,89,ShoeSize.Me AG,Olten,ICT,"Boost your footwear sales with innovative, guided-selling AI",https://www.top100startups.swiss/ShoeSizeMe,2016
89,89,90,Scope Content AG,Zürich,ICT,The new generation of news aggregator a unique semantic text analysis engine,https://www.top100startups.swiss/scope,2016
90,90,91,ParkU AG,Zürich,ICT,ParkU - The Parking App,https://www.top100startups.swiss/ParkUAG,2016
91,91,92,eSMART Technologies SA,Ecublens,Proptech,Complete smart buildings management system,https://www.top100startups.swiss/eSMART,2016
92,92,93,AKENES SA (Exoscale),Lausanne,ICT,Safe and affordable infrastructure as a service,https://www.top100startups.swiss/Exoscale,2016
93,93,94,Kandou Bus SA,Lausanne,Engineering,Low power consumption chip connections,https://www.top100startups.swiss/Kandou,2016
94,94,95,CellSpring AG,Zürich,Biotech,Developing diagnostic tests to catch early-stage cancer,https://www.top100startups.swiss/CellSpring,2016
95,95,96,Karmagenes SA,Monthey,Biotech,Karmagenes integrates genetics with psychology for personal development,https://www.top100startups.swiss/Karmagenes,2016
96,96,97,RAW Labs SA,Lausanne,ICT,Empowering enterprises to use their resources wisely,https://www.top100startups.swiss/RAW,2016
97,97,98,TestingTime AG,Zürich,ICT,We recruit test users for user and market research,https://www.top100startups.swiss/TestingTime,2016
98,98,99,PB&B SA,Lausanne,Medtech,Facial & Body Remodeling Technology for Aesthetic Doctors,https://www.top100startups.swiss/PB_B,2016
99,99,100,Designergy SA,San Vittore,Cleantech,Building construction material that implements both solar energy exploitation and energy saving functions,https://www.top100startups.swiss/Designergy,2016
0,0,1,L.E.S.S. SA,Renens,Cleantech,Nano active fiber lighting systems,https://www.top100startups.swiss/LESS,2015
1,1,2,Abionic SA,Epalinges,Medtech,The revolutionary in vitro diagnostic point-of-care platform,https://www.top100startups.swiss/Abionic,2015
2,2,3,Flyability SA,Paudex,Robotics,Drone-based inspection solutions,https://www.top100startups.swiss/Flyability,2015
3,3,4,Bcomp AG,Fribourg,Cleantech,Superior products from natural fibers,https://www.top100startups.swiss/Bcomp,2015
4,4,5,Sophia Genetics SA,Saint Sulpice,Biotech,Democratizing Data-Driven Medicine,https://www.top100startups.swiss/Sophia,2015
5,5,6,Knip AG ,"Zurich, Switzerland",Fintech,Online insurance management,https://www.top100startups.swiss/Knip,2015
6,6,7,TrekkSoft AG,Matten bei Interlaken,ICT,SaaS solution for tour and activity companies,https://www.top100startups.swiss/TrekkSoft,2015
7,7,8,QualySense AG,Glattbrugg,Engineering,"Sorting robot for grains, seeds and beans",https://www.top100startups.swiss/QualySense,2015
8,8,9,Glycemicon AG,Brugg,Biotech,Managing blood glucose levels,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7498,2015
9,9,10,Lunaphore Technologies SA,Tolochenaz,Medtech,Tumor analysis platform,https://www.top100startups.swiss/Lunaphore,2015
10,10,11,PIQUR Therapeutics AG,Basel,Biotech,Developing and commercializing personalized cancer medicines,https://www.top100startups.swiss/PIQUR,2015
11,11,12,ProteoMediX AG,Schlieren,Biotech,Markers for prostate cancer,https://www.top100startups.swiss/ProteoMediX,2015
12,12,13,faceshift AG (acquired by Apple),"Cupertino, California",ICT,Technology for facial expression recognition to enact virtual characters in real-time.,https://www.top100startups.swiss/faceshift,2015
13,13,14,Teralytics AG,Zürich,ICT,Turning complex data into valuable information,https://www.top100startups.swiss/Teralytics,2015
14,14,15,CodeCheck AG,Zürich,ICT,Shopping assistant for a conscious lifestyle,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7520,2015
15,15,16,ScanTrust SA,Lausanne,ICT,Protection from counterfeiting,https://www.top100startups.swiss/ScanTrust,2015
16,16,17,ActLight SA,Ecublens,Engineering,Developing high performance photodetectors for mobile applications,https://www.top100startups.swiss/ActLight,2015
17,17,18,Leman Micro Devices SA,Lausanne,Engineering,Medically accurate health sensing for all mobile devices,https://www.top100startups.swiss/Leman,2015
18,18,19,RealLook AG (Selfnation),Zürich,ICT,Perfectly fitting trousers,https://www.top100startups.swiss/selfnation,2015
19,19,20,Gamaya SA,Morges,Robotics,Digital agronomy solutions for large farming businesses,https://www.top100startups.swiss/Gamaya,2015
20,20,21,bexio AG  ,Rapperswil,Fintech,Business software for SMEs,https://www.top100startups.swiss/Bexio,2015
21,21,22,Distalmotion SA,Epalinges,Medtech,Making Sense of Robotic Surgery,https://www.top100startups.swiss/DistalMotion,2015
22,22,23,On AG,Zollikon,Engineering,Introducing zero-gravity running,https://www.top100startups.swiss/On,2015
23,23,24,MindMaze SA,Lausanne,Medtech,Bringing real emotion to virtual reality,https://www.top100startups.swiss/MindMaze,2015
24,24,25,Fastree3D SA,Ecublens,Engineering,"The world’s fastest, safest, programmable imaging chip",https://www.top100startups.swiss/Fastree3D,2015
25,25,26,Uepaa AG,Zürich,ICT,The industry-leading Safety and Proximity Expert,https://www.top100startups.swiss/Uepaa,2015
26,26,27,Farmy AG,Zürich,Foodtech,The online shop for regional and biological farming goods,https://www.top100startups.swiss/Farmy,2015
27,27,28,Anokion SA,Ecublens ,Biotech,"Promoting IMMUNE TOLERANCE, ameliorating disease",https://www.top100startups.swiss/Anokion,2015
28,28,29,Bestmile SA,Lausanne,ICT,Fleet automation platform,https://www.top100startups.swiss/Bestmile,2015
29,29,30,Mila AG ,Zurich,ICT,Marketplace for local and trusted services,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=5346,2015
30,30,31,MOVU AG ,Zürich,ICT,Finding the best moving and cleaning provider online,https://www.top100startups.swiss/MOVU,2015
31,31,32,CleanGreens Solutions SA,Molondin,Foodtech,Innovative farming solutions,https://www.top100startups.swiss/CleanGreens,2015
32,32,33,Sherpany AG,Zürich,ICT,Productive leadership meetings,https://www.top100startups.swiss/Sherpany,2015
33,33,34,Amal Therapeutics SA ,Genève,Biotech,Cancer vaccines,https://www.top100startups.swiss/Amal,2015
34,34,35,3BaysOver,Lausanne,ICT,The Professional Network for Travel.,https://www.top100startups.swiss/3BaysOver,2015
35,35,36,HYT SA,Neuchâtel,Engineering,The hydro mechanical horlogists,https://www.top100startups.swiss/HYT,2015
36,36,37,Crispr Therapeutics AG,Basel,Biotech,Developing cures for serious human genetic diseases,https://www.top100startups.swiss/Crispr,2015
37,37,38,VIU VENTURES AG,Zürich,ICT,Challenging the established rules in the eyewear industry,https://www.top100startups.swiss/VIUVentures,2015
38,38,39,Polyneuron Pharmaceuticals AG,Basel,Biotech,New drug class for the treatment of autoimmune diseases,https://www.top100startups.swiss/Polyneuron,2015
39,39,40,Bluetector AG,Root,Cleantech,Manure Treatment,https://www.top100startups.swiss/Bluetector,2015
40,40,41,CALCISCON AG,Nidau,Biotech,Products for Calcification Medicine,https://www.top100startups.swiss/CALCISCON,2015
41,41,42,Scope Content AG,Zürich,ICT,The new generation of news aggregator a unique semantic text analysis engine,https://www.top100startups.swiss/scope,2015
42,42,43,Nezasa AG,Zürich,ICT,Technology solutions for the travel trade,https://www.top100startups.swiss/Nezasa,2015
43,43,44,SwissLitho AG (acquired by Heidelberg Instruments),Zürich,Engineering,A novel technology for nanofabrication,https://www.top100startups.swiss/SwissLitho,2015
44,44,45,Proton SA,Plan-les-Ouates,Security,Secure e-mail,https://www.top100startups.swiss/Proton,2015
45,45,46,Kandou Bus SA,Lausanne,Engineering,Low power consumption chip connections,https://www.top100startups.swiss/Kandou,2015
46,46,47,Malcisbo AG,Schlieren,Biotech,Platform to identify carbohydrate targets in pathogenic organisms,https://www.top100startups.swiss/Malcisbo,2015
47,47,48,1Drop Diagnostics Sàrl,Neuchâtel,Medtech,Saving lives through better and faster portable medical diagnostics,https://www.top100startups.swiss/1Drop,2015
48,48,49,Starmind International AG,Küsnacht,ICT,Making it easy to find the best expert within a company to solve a problem,https://www.top100startups.swiss/Starmind,2015
49,49,50,OrbiWise SA,Plan-Les-Ouates,ICT,Full solutions for the internet of things,https://www.top100startups.swiss/OrbiWise,2015
50,50,51,Nanolive SA,Ecublens,Medtech,Revolutionary tomographic microscope,https://www.top100startups.swiss/Nanolive,2015
51,51,52,MiniNaviDent AG,Basel,Medtech,3D navigation system for dental implantology,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=5376,2015
52,52,53,CashSentinel SA,Lausanne,Fintech,Payment services provider for marketplaces,https://www.top100startups.swiss/CashSentinel,2015
53,53,54,Lightbend Sàrl (Typesafe),Lausanne,ICT,Scala programming language,https://www.top100startups.swiss/Lightbend,2015
54,54,55,Advanced Osteotomy Tools - AOT AG,Basel,Medtech,Cutting bones with laser,https://www.top100startups.swiss/AOT,2015
55,55,56,Scrona AG,Adliswil,Engineering,Printing at the nanoscale,https://www.top100startups.swiss/scrona,2015
56,56,57,Diviac AG ,Zurich,ICT,Diviac is the Booking.com of scuba diving.,https://www.top100startups.swiss/Diviac,2015
57,57,58,Koring AG,Basel,Medtech,"Novel, implantable ring to prevent parastomal hernia in abdominal surgery.",https://www.top100startups.swiss/Koring,2015
58,58,59,Aeon Scientific AG,Schlieren - Zurich,Medtech,Electromagnetic guidance of medical instruments in the human body,https://www.top100startups.swiss/Aeon,2015
59,59,60,Biowatch,Lausanne,Engineering,A wearable biometric technology as an alternative solution to current authentication methods,https://www.top100startups.swiss/Biowatch,2015
60,60,61,noonee AG,Hedingen,Medtech,"Wearable technology, which enables factory workers to sit down during work – without a chair",https://www.top100startups.swiss/nooneeAG,2015
61,61,62,AKSELOS SA,Lausanne,ICT,Simulation technology to protect critical structures,https://www.top100startups.swiss/AKSELOS,2015
62,62,63,Pix4D SA (acquired by Parrot),Lausanne,ICT,Automatically combine images from mobile cameras and create 2D and 3D models,https://www.top100startups.swiss/Pix4D,2015
63,63,64,Geosatis SA,Le Noirmont,Engineering,GPS ankle bracelet,https://www.top100startups.swiss/Geosatis,2015
64,64,65,FEMTOprint SA,Muzzano,Medtech,3D printing for glass microdevices,https://www.top100startups.swiss/FEMTOprint,2015
65,65,66,Recommerce AG,Rotkreuz,ICT,"Buys, repairs and resells mobile phones, tablets and iPods",https://www.top100startups.swiss/recommerce,2015
66,66,67,UrbanFarmers AG,Zürich,Cleantech,"Urban farms in acant urban areas to provide organic, healthy and local food to its communities",https://www.top100startups.swiss/UrbanFarmers,2015
67,67,68,flatev AG,Zürich,Foodtech,Reinventing the Future of Snacks at the tip of a button,https://www.top100startups.swiss/flatev,2015
68,68,69,Ampard AG ,Zürich,Cleantech,Control- and asset-management system to realize complex decentralized storage solutions,https://www.top100startups.swiss/Ampard,2015
69,69,70,TestingTime AG,Zürich,ICT,We recruit test users for user and market research,https://www.top100startups.swiss/TestingTime,2015
70,70,71,Versantis AG,Zürich,Biotech,Conquer liver diseases and saves lives,https://www.top100startups.swiss/Versantis,2015
71,71,72,Equippo AG,Zug,ICT,"Next-generation, full-service marketplace for equipment",https://www.top100startups.swiss/Equippo,2015
72,72,73,Contovista AG ,Schlieren,Fintech,Data driven banking,https://www.top100startups.swiss/Contovista,2015
73,73,74,rqmicro AG,Schlieren,Biotech,Ultra-rapid detection of pathogenic microorganisms,https://www.top100startups.swiss/rqmicro,2015
74,74,75,I believe in you AG,Bern,ICT,World's leading crowdfunding platform in sports,https://www.top100startups.swiss/IBIY,2015
75,75,76,ParkU AG,Zürich,ICT,ParkU - The Parking App,https://www.top100startups.swiss/ParkUAG,2015
76,76,77,NEEO AG ,Solothurn,Engineering,Smart Home. Simple.,https://www.top100startups.swiss/NEEO,2015
77,77,78,InvestGlass SA,Geneva,Fintech,The best way to invest,https://www.top100startups.swiss/InvestGlass,2015
78,78,79,Archilogic AG,Zürich,Proptech,Understanding environments,https://www.top100startups.swiss/Archilogic,2015
79,79,80,depsys SA,Puidoux,Cleantech,Energy network optimization platform,https://www.top100startups.swiss/depsys,2015
80,80,81,DAHU Sports Company Ltd.,Châtel-Saint-Denis,Engineering,Innovative ski boots / a game changer for the whole industry,https://www.top100startups.swiss/DAHU,2015
81,81,82,SWISSto12 SA,Renens,Engineering,Disruptive antenna systems for the telecoms industry.,https://www.top100startups.swiss/SWISSto12,2015
82,82,83,recapp IT AG,Visp,ICT,Spracherkennung in allen Schweizer Sprachen und Dialekten,https://www.top100startups.swiss/recapp,2015
83,83,84,Xsensio SA ,Lausanne,Medtech,Lab-on-Skin(TM) sensing platform,https://www.top100startups.swiss/Xsensio,2015
84,84,85,everyglobe AG,Zürich,ICT,Contemporary Online Travel Company.,https://www.top100startups.swiss/everyglobe,2015
85,85,86,SamanTree Medical SA,Lausanne,Medtech,Solution helping surgeons to check complete tumor removal,https://www.top100startups.swiss/SamanTree,2015
86,86,87,Memo Therapeutics AG,Basel,Biotech,Description,https://www.top100startups.swiss/Memo,2015
87,87,88,AgriCircle AG,Rapperswil,Foodtech,Digital agronomy for regenerative carbon farming,https://www.top100startups.swiss/AgriCircle,2015
88,88,89,Designergy SA,San Vittore,Cleantech,Building construction material that implements both solar energy exploitation and energy saving functions,https://www.top100startups.swiss/Designergy,2015
89,89,90,Dealmarket AG ,St. Gallen,Fintech,The global private equity platform,https://www.top100startups.swiss/DealMarket,2015
90,90,91,Coatmaster AG,Winterthur,Engineering,Measuring industrial coatings,https://www.top100startups.swiss/Coatmaster,2015
91,91,92,THELKIN GmbH,Winterthur,Medtech,Characterization of orthopaedic implants and other medical devices,https://www.top100startups.swiss/THELKIN,2015
92,92,93,ONWARD Medical SA,Lausanne,Biotech,Enabling nervous system rewiring,https://www.top100startups.swiss/Onward,2015
93,93,94,Ava AG,Zürich,Medtech,Ovulation tracking bracelet,https://www.top100startups.swiss/Ava,2015
94,94,95,imperix SA,Sion,Cleantech,Advanced power conversion solutions,https://www.top100startups.swiss/imperix,2015
95,95,96,Frontify AG,St. Gallen,ICT,The platform for building powerful brand experience,https://www.top100startups.swiss/Frontify,2015
96,96,97,KB Medical SA ,Lausanne,Medtech,Robotic system for spinal surgery,https://www.top100startups.swiss/KB,2015
97,97,98,Helmedica AG,Winterthur,ICT,Mobile electronic health record for documentation and management of patient information,https://www.top100startups.swiss/helmedica,2015
98,98,99,Meteomatics GmbH,St. Gallen,ICT,Weather data processing,https://www.top100startups.swiss/Meteomatics,2015
99,99,100,PharmAlp SA,Conthey,Biotech,Develop and market products of natural origin backed-up by sound-science,https://www.top100startups.swiss/PharmAlp,2015
0,0,1,InSphero AG,Schlieren,Biotech,Market leader in 3D cell culture,https://www.top100startups.swiss/InSphero,2014
1,1,2,L.E.S.S. SA,Renens,Cleantech,Nano active fiber lighting systems,https://www.top100startups.swiss/LESS,2014
2,2,3,Abionic SA,Epalinges,Medtech,The revolutionary in vitro diagnostic point-of-care platform,https://www.top100startups.swiss/Abionic,2014
3,3,4,HouseTrip SA ,London,ICT,Online marketplace for holiday rentals.,https://www.top100startups.swiss/HouseTrip,2014
4,4,5,QualySense AG,Glattbrugg,Engineering,"Sorting robot for grains, seeds and beans",https://www.top100startups.swiss/QualySense,2014
5,5,6,Bcomp AG,Fribourg,Cleantech,Superior products from natural fibers,https://www.top100startups.swiss/Bcomp,2014
6,6,7,Climeworks AG,Zürich,Cleantech,Capturing CO2 from air,https://www.top100startups.swiss/Climeworks,2014
7,7,8,joiz AG,Zürich,ICT,"This television station, which links the world of TV with Web 2.0 and targets viewers between the ages of 15 and 35, has gotten off to a good start.",https://www.top100startups.swiss/joiz,2014
8,8,9,TrekkSoft AG,Matten bei Interlaken,ICT,SaaS solution for tour and activity companies,https://www.top100startups.swiss/TrekkSoft,2014
9,9,10,Dacuda AG ,Zürich,ICT,Scanning redefined,https://www.top100startups.swiss/Dacuda,2014
10,10,11,Glycemicon AG,Brugg,Biotech,Managing blood glucose levels,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7498,2014
11,11,12,Kandou Bus SA,Lausanne,Engineering,Low power consumption chip connections,https://www.top100startups.swiss/Kandou,2014
12,12,13,Sophia Genetics SA,Saint Sulpice,Biotech,Democratizing Data-Driven Medicine,https://www.top100startups.swiss/Sophia,2014
13,13,14,ProteoMediX AG,Schlieren,Biotech,Markers for prostate cancer,https://www.top100startups.swiss/ProteoMediX,2014
14,14,15,senseFly SA ,Cheseaux-Lausanne,Robotics,Smart flying cameras,https://www.top100startups.swiss/senseFly,2014
15,15,16,Uepaa AG,Zürich,ICT,The industry-leading Safety and Proximity Expert,https://www.top100startups.swiss/Uepaa,2014
16,16,17,Teralytics AG,Zürich,ICT,Turning complex data into valuable information,https://www.top100startups.swiss/Teralytics,2014
17,17,18,On AG,Zollikon,Engineering,Introducing zero-gravity running,https://www.top100startups.swiss/On,2014
18,18,19,Sherpany AG,Zürich,ICT,Productive leadership meetings,https://www.top100startups.swiss/Sherpany,2014
19,19,20,flatev AG,Zürich,Foodtech,Reinventing the Future of Snacks at the tip of a button,https://www.top100startups.swiss/flatev,2014
20,20,21,Advanced Osteotomy Tools - AOT AG,Basel,Medtech,Cutting bones with laser,https://www.top100startups.swiss/AOT,2014
21,21,22,SamanTree Medical SA,Lausanne,Medtech,Solution helping surgeons to check complete tumor removal,https://www.top100startups.swiss/SamanTree,2014
22,22,23,Recommerce AG,Rotkreuz,ICT,"Buys, repairs and resells mobile phones, tablets and iPods",https://www.top100startups.swiss/recommerce,2014
23,23,24,Coople (Schweiz) AG ,Zürich,ICT,Internet platform for the efficient management of short notice and short-term work assignments,https://www.top100startups.swiss/Coople,2014
24,24,25,Mila AG ,Zurich,ICT,Marketplace for local and trusted services,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=5346,2014
25,25,26,1Drop Diagnostics Sàrl,Neuchâtel,Medtech,Saving lives through better and faster portable medical diagnostics,https://www.top100startups.swiss/1Drop,2014
26,26,27,Bluetector AG,Root,Cleantech,Manure Treatment,https://www.top100startups.swiss/Bluetector,2014
27,27,28,DAHU Sports Company Ltd.,Châtel-Saint-Denis,Engineering,Innovative ski boots / a game changer for the whole industry,https://www.top100startups.swiss/DAHU,2014
28,28,29,HYT SA,Neuchâtel,Engineering,The hydro mechanical horlogists,https://www.top100startups.swiss/HYT,2014
29,29,30,Lightbend Sàrl (Typesafe),Lausanne,ICT,Scala programming language,https://www.top100startups.swiss/Lightbend,2014
30,30,31,CodeCheck AG,Zürich,ICT,Shopping assistant for a conscious lifestyle,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7520,2014
31,31,32,Loop Medical SA,Lutry,Medtech,Loop is developing a painless blood collection technology,https://www.top100startups.swiss/Loop,2014
32,32,33,Scope Content AG,Zürich,ICT,The new generation of news aggregator a unique semantic text analysis engine,https://www.top100startups.swiss/scope,2014
33,33,34,AgriCircle AG,Rapperswil,Foodtech,Digital agronomy for regenerative carbon farming,https://www.top100startups.swiss/AgriCircle,2014
34,34,35,Lunaphore Technologies SA,Tolochenaz,Medtech,Tumor analysis platform,https://www.top100startups.swiss/Lunaphore,2014
35,35,36,faceshift AG (acquired by Apple),"Cupertino, California",ICT,Technology for facial expression recognition to enact virtual characters in real-time.,https://www.top100startups.swiss/faceshift,2014
36,36,37,BugBuster Sàrl (acquired by AppDynamics),Ecublens,ICT,Bug Buster offers a fully automated and easy to use software testing solution for Web applications,https://www.top100startups.swiss/BugBuster,2014
37,37,38,CALCISCON AG,Nidau,Biotech,Products for Calcification Medicine,https://www.top100startups.swiss/CALCISCON,2014
38,38,39,CleanGreens Solutions SA,Molondin,Foodtech,Innovative farming solutions,https://www.top100startups.swiss/CleanGreens,2014
39,39,40,Attrackting AG,Biel/Bienne,ICT,Kaddz – the intelligent cat collar.,https://www.top100startups.swiss/Attrackting,2014
40,40,41,ActLight SA,Ecublens,Engineering,Developing high performance photodetectors for mobile applications,https://www.top100startups.swiss/ActLight,2014
41,41,42,mySwissChocolate AG ,Pfäffikon,Foodtech,Send a personalized gift around the world,https://www.top100startups.swiss/mySwissChocolate,2014
42,42,43,ParkU AG,Zürich,ICT,ParkU - The Parking App,https://www.top100startups.swiss/ParkUAG,2014
43,43,44,Nezasa AG,Zürich,ICT,Technology solutions for the travel trade,https://www.top100startups.swiss/Nezasa,2014
44,44,45,NBE-Therapeutics LLC ,Basel,Biotech,Antibody-based NBEs,https://www.top100startups.swiss/NBE-Therapeutics,2014
45,45,46,Leman Micro Devices SA,Lausanne,Engineering,Medically accurate health sensing for all mobile devices,https://www.top100startups.swiss/Leman,2014
46,46,47,Malcisbo AG,Schlieren,Biotech,Platform to identify carbohydrate targets in pathogenic organisms,https://www.top100startups.swiss/Malcisbo,2014
47,47,48,greenTEG AG,Zürich,Cleantech,greenTEG is a profitable thermal sensor company with a scalable technology and a large growth opportunity in wearables,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7324,2014
48,48,49,Scandit AG,Zürich,ICT,Smart Data Capture,https://www.top100startups.swiss/Scandit,2014
49,49,50,SwissLitho AG (acquired by Heidelberg Instruments),Zürich,Engineering,A novel technology for nanofabrication,https://www.top100startups.swiss/SwissLitho,2014
50,50,51,ScanTrust SA,Lausanne,ICT,Protection from counterfeiting,https://www.top100startups.swiss/ScanTrust,2014
51,51,52,Visionarity AG,Basel,Cleantech,Leveraging technology and education to promote solutions that conserve nature and help achieve sustainability.,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7508,2014
52,52,53,RealLook AG (Selfnation),Zürich,ICT,Perfectly fitting trousers,https://www.top100startups.swiss/selfnation,2014
53,53,54,Distalmotion SA,Epalinges,Medtech,Making Sense of Robotic Surgery,https://www.top100startups.swiss/DistalMotion,2014
54,54,55,SWISSto12 SA,Renens,Engineering,Disruptive antenna systems for the telecoms industry.,https://www.top100startups.swiss/SWISSto12,2014
55,55,56,Politnetz AG,Zürich,ICT,Closely related idea of using Web 2.0 for politics,https://www.top100startups.swiss/Politnetz,2014
56,56,57,Creoptix AG,Wädenswil,Biotech,Optical instruments and consumables for label-free biochemical sensing,https://www.top100startups.swiss/Creoptix,2014
57,57,58,urbanpeople.com AG,Zürich,ICT,URBANPEOPLE.COM ist die grösste urbane Online Shopping Mall der Schweiz.,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=5952,2014
58,58,59,UrbanFarmers AG,Zürich,Cleantech,"Urban farms in acant urban areas to provide organic, healthy and local food to its communities",https://www.top100startups.swiss/UrbanFarmers,2014
